,Yfi_price
289,10220.780288865586
290,17897.892088030232
291,12218.020335039118
292,27558.1729173303
293,2283.7576336274633
294,3083.5060680605097
295,22796.976134771852
296,11090.538523931367
297,1514.2800380681904
298,1475.6546488687677
299,12063.227574288843
300,5277.358427185975
301,11569.843023268346
302,25050.704590394944
303,7608.307764169841
304,5745.156891581755
305,11816.701391455155
306,10011.371479634516
307,34841.587616450364
308,12875.847402629182
309,13885.541050953518
310,4968.770213305852
311,12568.272370343617
312,13852.497292592867
313,7045.091517973081
314,22229.956911914334
315,7772.619299461445
316,3081.0869530787973
317,12914.529855924751
318,7346.527128929345
319,7314.810933533597
320,1864.6660071327055
321,10641.650073962019
322,15603.681994928205
323,13625.509357303526
324,6074.944986263177
325,2947.4326240128808
326,8597.515823948228
327,32323.44803438278
328,7683.272966753161
329,18972.632310258206
330,43758.86905513957
331,10221.382356363945
332,5637.842528385139
333,5887.443210740001
334,5914.946261544295
335,9181.730587875505
336,8989.107285757507
337,3624.099355815594
338,5460.904709864827
339,22135.424747713794
340,6926.863427505274
341,28700.902471884972
342,18156.09559513547
343,8728.548819876602
344,4482.035877479952
345,19708.10056326904
346,1903.0707160833806
347,2465.4033538567314
348,1021.222332869092
349,32792.91138983688
350,17076.999003838308
351,17489.0631677061
352,2774.8675250527144
353,3608.256208525873
354,8804.06665366173
355,19658.735567409956
356,8161.955219326344
357,10617.424946229059
358,13779.00136720194
359,28612.095911869215
360,10869.427894573855
361,16540.054997445175
362,2536.97804562854
363,3075.8150607903967
364,14054.65633898598
365,1351.0806992982475
366,11068.489683855085
367,9425.573033277014
368,14965.509645988514
369,8968.256748596763
370,12450.326276881628
371,12992.731780972043
372,8436.021658548936
373,4974.779687587003
374,11587.424807692572
375,3666.54020416335
376,3187.1599465100912
377,36646.273134945775
378,5314.613240188289
379,14268.871373163569
380,7731.581033758509
381,12017.49682279655
382,14809.835804229939
383,8059.092894529113
384,29101.338818300545
385,10185.229979481948
386,3985.9314368955047
387,2310.280945324173
388,18643.44848038274
389,2923.9029743417536
390,16660.269766509144
391,26315.765209911937
392,40852.88544481621
393,12612.972017827644
394,18432.22305868567
395,14317.99030431457
396,7829.447930617428
397,857.0188105647933
398,16467.98190451432
399,8667.769997709069
400,17984.64245230728
401,13173.633653462657
402,3934.5774443984683
403,23252.201150619654
404,17294.407140690357
405,18648.889839268424
406,14160.461472647397
407,18977.22864170559
408,14089.85380336354
409,6235.937146493722
410,12085.587756185083
411,5322.871075028387
412,11219.006622467981
413,1216.5401168439898
414,14229.184823221
415,4839.472484251892
416,8007.5777575026195
417,4183.082497277338
418,9710.260216916658
419,3690.730231659373
420,4933.450474404342
421,31168.955904522594
422,18675.752080118196
423,3843.825983095829
424,13498.977196050417
425,18080.45573564678
426,27162.49891282877
427,8787.728640762094
428,19729.404963622015
429,6767.354567790246
430,14071.973045398683
431,10404.255075436471
432,35845.37631064326
433,4823.659931872474
434,18092.92706359322
435,13766.412331510865
436,2678.7779158420376
437,5303.181768690024
438,16585.739571123362
439,13126.573813426627
440,11539.093245437245
441,11123.376459531686
442,3196.2662948425263
443,6528.462470246389
444,11140.753643062702
445,1499.3573512441428
446,11212.717989160814
447,1833.2301899792492
448,2260.366464254232
449,8859.20087332504
450,2667.4320568863627
451,15321.665242278123
452,17601.28357100046
453,14775.21228527771
454,8303.34809508111
455,3084.503232095095
456,20950.400409948797
457,23657.048648800428
458,3835.209448254308
459,19540.342512221716
460,3495.411903741649
461,10092.05134675409
462,7977.005497890792
463,18059.615017046275
464,7057.637111735259
465,3167.1696272689464
466,26559.446585199617
467,18297.287597173472
468,10204.155787418249
469,16032.918179376044
470,22822.362483272373
471,8531.07307608575
472,8658.669431800145
473,6547.819250758609
474,14303.59010390989
475,22640.690899453737
476,6155.0196796148475
477,8035.816618165076
478,14677.630503313612
479,13896.685060720089
480,11189.759003700889
481,8596.105219724755
482,15812.994303475061
483,4455.915175338517
484,8334.886909795861
485,894.1342262672089
486,14388.800489403393
487,22391.4805228424
488,17780.740563902636
489,13279.070557405408
490,19757.530603030205
491,23214.184583122835
492,3697.8982952051056
493,8305.102471789363
494,1203.03520442341
495,24747.48549706297
496,965.3890574360943
497,4440.683886585438
498,5189.794330636423
499,25046.16516235364
500,11887.968604095407
501,13509.331230896414
502,16267.012411797961
503,5953.739140995963
504,8874.287712701198
505,9599.42361841097
506,27727.782389316642
507,13298.65742204641
508,26950.465061802268
509,4169.600480854646
510,34740.188976040794
511,12873.323398702425
512,14601.245629402312
513,5205.929148278289
514,1577.6434287529883
515,23792.576865198916
516,7982.597243272369
517,14922.055724820475
518,21089.814916611227
519,8822.654851662079
520,30692.40541592673
521,14945.043064076068
522,6298.535595778196
523,13719.451620000405
524,2006.9369049837603
525,4280.03197533567
526,3485.1418304709878
527,26013.793082197888
528,5333.88345401899
529,5086.301793917969
530,2180.2870039677177
531,17498.486145689134
532,1328.8882332634096
533,2063.077308226329
534,1687.5221278152285
535,6204.367619202163
536,4378.138850246702
537,1550.5279279416573
538,9351.665647388818
539,8734.043839086797
540,5415.5263365665705
541,15541.046220279393
542,16945.50840147431
543,4520.174196269892
544,39443.01456234702
545,970.0545854676353
546,7943.75471528282
547,14884.242466860034
548,23348.621671976256
549,23223.546269307488
550,8245.629345057156
551,13426.013967542774
552,5902.0183802996835
553,10122.360115864187
554,10716.56211131382
555,11699.284503778676
556,1880.0724430334906
557,29904.3158187103
558,2681.003035728421
559,7576.919356280323
560,3506.2002194284514
561,26944.963602088235
562,23962.398488563296
563,13224.21314056762
564,1273.5929025755654
565,13040.776269162128
566,30462.49698368379
567,6967.339684772438
568,14404.093961985083
569,6780.696003813121
570,25366.194004437275
571,10555.09426950157
572,8516.278751800824
573,11352.950501340558
574,13211.923872379048
575,2195.7367430790164
576,19215.045248383838
577,33462.60195756524
578,8468.159134271555
579,17070.725854806897
580,9075.359180990725
581,13521.970398146179
582,14571.456968916627
583,2671.438899329536
584,15267.208355052426
585,12910.961429403866
586,6122.259079078895
587,13862.667754407541
588,20760.174104579233
589,8116.9612583764665
590,3161.400663445312
591,4121.751014389254
592,1036.91867270928
593,14004.005620596943
594,6814.732149117639
595,26620.31715525792
596,4406.906678557606
597,3110.2452984667607
598,9163.907128825176
599,10965.053944242762
600,3001.002647731752
601,28934.9859393613
602,24551.665693693412
603,3055.528181599409
604,15857.389117674391
605,14485.155621914442
606,16956.420097940492
607,27920.05014211644
608,13587.724121972115
609,13940.988794648456
610,8215.98900790506
611,11187.998475997667
612,8047.057622112484
613,10061.521173604588
614,3668.2578908691794
615,11932.65488156793
616,8512.962101992622
617,12378.02273729053
618,4938.907748872828
619,20069.39250302754
620,21668.807464381192
621,3481.8889016917574
622,15372.384732788038
623,3359.3035932119124
624,3603.9769859708176
625,3384.138295147015
626,29107.719597088708
627,12723.028958791745
628,3417.47800694607
629,5877.779049934217
630,23910.78896370869
631,35680.63374594229
632,25786.89303922136
633,9090.488555410404
634,18987.364634064033
635,8129.675090193446
636,16327.492740539188
637,21771.016055306893
638,12180.599025465832
639,21032.464578980344
640,3990.7635996166473
641,13542.585851370584
642,23098.751309333882
643,14110.723864966783
644,3003.6101167575935
645,5621.489433082953
646,21065.127842246726
647,14365.506941059084
648,2205.944328774156
649,3163.5703380846785
650,7515.614917008532
651,3960.727879043892
652,3163.065433614486
653,3590.404530198731
654,6396.656681000514
655,6896.660924646853
656,3893.3803045295513
657,11493.831709443864
658,8995.206114742416
659,2948.890799631805
660,4979.072453576958
661,5441.448879786961
662,2093.7622659484155
663,14515.899765175414
664,9400.165847429918
665,2577.486091544841
666,26261.429225978514
667,4481.263642996362
668,6901.9779634748165
669,11416.121541581462
670,2776.4602296462685
671,2022.1617681122912
672,5749.600585062971
673,3452.036314190182
674,7684.874126823377
675,6259.7598673984985
676,21584.588088031145
677,10565.19496609506
678,35235.548892035535
679,2161.6911951326883
680,9355.987982838451
681,10814.673623878138
682,6554.9432935674
683,4779.6963429396865
684,5765.867242987982
685,18518.68830802265
686,10652.984796457256
687,7062.091959523258
688,13378.736585772098
689,10116.447711228224
690,4246.477216530839
691,21415.069480842925
692,10335.540394067992
693,16160.20379862062
694,26824.936315526356
695,8558.158312532283
696,18105.600859333863
697,1056.095380071131
698,13201.692916839422
699,4555.771286078295
700,14226.615211945233
701,15636.66758367182
702,12379.35007863758
703,23312.346080212057
704,4524.022996555256
705,11173.353501790982
706,14415.547753020282
707,4895.884117306406
708,4814.642533694502
709,3206.565210438777
710,12164.701023372656
711,10576.66583192881
712,12433.184708215833
713,11341.145399090898
714,6646.126218045267
715,16510.82387781805
716,10379.599666385111
717,4185.652212749952
718,15453.843793006297
719,6615.040512777183
720,17954.75643199072
721,15169.263116844924
722,29264.692775668846
723,2435.8143794405514
724,19529.56751794777
725,7383.647990261277
726,6005.57829767051
727,14793.724807354129
728,27741.9444970448
729,1764.915385723101
730,9786.437038636377
731,2776.5610902966873
732,21627.515050055303
733,2175.7674395958393
734,2439.032464209887
735,10233.57460394074
736,6703.598834519292
737,8895.750636367484
738,15020.514055540147
739,37361.270493491385
740,9228.28652675864
741,4797.149886280959
742,2994.0312749458258
743,2612.2250154759267
744,17935.341505911005
745,24192.18709164281
746,24067.94768407083
747,16109.859260232266
748,7018.682393247037
749,13691.094430777144
750,22613.755193502253
751,5760.887634349494
752,2703.421385930847
753,12502.200012005296
754,30501.894271283967
755,17013.526957153324
756,4981.082372778157
757,8039.769769194313
758,4215.492495807293
759,8868.657565457865
760,15366.926973127782
761,4294.815659921112
762,18405.462945338968
763,921.6843227687576
764,11103.196402076903
765,14920.816918464903
766,8992.214194284712
767,20425.821617339516
768,5291.513649241289
769,9985.16088112739
770,5443.344357314191
771,2403.287536658065
772,3086.1878193037787
773,6578.559777948601
774,20048.109502222727
775,3372.7955235555305
776,35659.32200415256
777,40919.23813475915
778,6731.675701577356
779,23361.639955608163
780,8332.820523798258
781,10544.252190112007
782,15753.240084603154
783,21428.9797254638
784,4313.3105902709385
785,13118.633598513159
786,27294.26229384147
787,37464.49466503564
788,14120.753971396627
789,7729.628194858683
790,24076.191321696715
791,13238.146995635465
792,8676.01647144013
793,1696.8568981162764
794,14570.627015767017
795,14447.480125058408
796,17276.281809527172
797,5542.678507828887
798,6838.055295884425
799,18922.74080352616
800,20204.008484874685
801,10742.526776375304
802,6059.281663522433
803,3912.5676190960176
804,9545.149337703378
805,6221.165503352241
806,28933.487766534778
807,4035.195878591763
808,7040.0954524590925
809,36931.32252659865
810,7697.7629847030275
811,9866.537624956682
812,10613.086018026741
813,9981.582755727679
814,8373.491948612538
815,8425.420828370214
816,5781.146181465027
817,2864.2074365600097
818,1540.7353023166886
819,12837.603507910908
820,20643.126761344894
821,21890.377275606083
822,20220.24692183207
823,8074.0919571961285
824,7368.903158687943
825,11614.374614590259
826,11348.727401595661
827,2049.549765783219
828,7519.381836767305
829,3779.4120917560886
830,17890.064715564815
831,10004.964639894804
832,20767.716578876825
833,5616.530394252232
834,14282.155236726383
835,15682.7770485015
836,5384.613269543584
837,1846.8281560741036
838,5701.088330343853
839,2107.994501053048
840,16483.42021461606
841,11210.28449616729
842,21445.76904098131
843,9573.092742461185
844,12042.427583076778
845,14733.265965481336
846,26607.40560988732
847,23983.329907540476
848,3049.178139782959
849,21846.978305911303
850,9896.807149356306
851,18425.554109511046
852,10375.309617178182
853,8666.323830134983
854,3756.7716743011792
855,9620.603055856793
856,7811.898972656818
857,43112.87256199346
858,8940.156971809265
859,19760.03275424368
860,6957.074290897088
861,11362.550938565977
862,4127.749187066486
863,902.4611820305668
864,20593.952535218465
865,24174.875003440582
866,11082.253883228675
867,7814.54753245052
868,16685.318254361537
869,4586.4598229311805
870,9564.512130330811
871,3340.272783744837
872,2929.8331456265696
873,5448.659648306752
874,6269.526094354171
875,12801.40043034927
876,21295.96720888417
877,5532.973182120745
878,6210.710661032612
879,8373.564326882713
880,9942.957313730365
881,4580.154168153855
882,22045.068905288244
883,189.46960024096552
884,4855.914338555126
885,10813.130920313115
886,3387.5987029630837
887,4405.48247552272
888,6229.4668592543385
889,3671.342787799655
890,10228.01799770839
891,12555.4990518455
892,20695.09554205278
893,41425.96867599566
894,3428.6532702938102
895,8821.236772844652
896,19246.477001613406
897,5425.168552030198
898,8535.57910448314
899,19412.93444099398
900,9257.654142662164
901,22845.459737038105
902,17062.696927541645
903,4013.743932079278
904,18866.63686253069
905,4555.295376427026
906,11331.347774205968
907,19886.628498072445
908,13387.597792832226
909,7829.517415218142
910,10120.968052701393
911,11324.48185764614
912,10331.507287015922
913,26169.70130785176
914,6110.879599055758
915,4119.1807490651045
916,12845.668859478352
917,6826.027320788529
918,1873.0908779763145
919,3954.6533408244927
920,28073.97530600642
921,9250.520019490285
922,14004.2411554318
923,2213.058207595327
924,20518.463141391825
925,4893.236677363553
926,6745.553309938216
927,7322.114536201698
928,5365.42045860053
929,10058.176748922602
930,34004.26186825364
931,22268.765108738826
932,30880.15708333435
933,18057.785387207306
934,16930.406072941183
935,8898.483358002812
936,15748.693605497
937,2186.0457462673976
938,18561.31171956373
939,11714.209818023142
940,21876.766914756387
941,21122.05593261166
942,7790.517961909623
943,3223.8132436395067
944,9491.90585128322
945,24020.60042950109
946,15461.138068938797
947,13395.70771930977
948,14387.908682244988
949,13718.333388815723
950,10882.3647680896
951,10442.081090216248
952,5695.2677612252555
953,10258.220248843476
954,22959.412243522693
955,6664.640704720324
956,25727.95960243019
957,5260.532195155683
958,10860.197929149248
959,13321.016586643804
960,9801.68557786745
961,5021.682769621873
962,10295.939961383112
963,6766.995213712735
964,2753.8961261832324
965,29276.273132166923
966,10681.467932479076
967,7934.948042945211
968,12055.384361088376
969,1850.674251296132
970,20982.287315938873
971,16351.664167925908
972,25081.973207147843
973,9225.238847059942
974,19811.99440256251
975,16060.426967045132
976,7258.229658703766
977,27537.70792818964
978,1677.576808283399
979,6124.701641697517
980,9548.464711370532
981,11052.075231629316
982,19501.456159342262
983,17813.094299222863
984,676.6934019025758
985,8927.600285234466
986,9197.056547915005
987,19128.583115642174
988,5047.614586241978
989,4572.586042671516
990,18465.09183166124
991,25894.05700583223
992,22636.486232966945
993,13664.435804805134
994,1607.4538077880372
995,7123.168838291205
996,9379.448105750083
997,9636.709542703904
998,5787.40433245515
999,4124.032270917781
1000,4821.331707963939
1001,7824.89046025756
1002,4303.777858825237
1003,1495.044024487046
1004,3760.7267077402935
1005,3627.6888151373905
1006,888.044959850276
1007,10612.820734090914
1008,24421.558522297917
1009,1901.7117545655378
1010,8907.863652744778
1011,19235.563532851782
1012,13852.034743066237
1013,3089.13225916673
1014,3292.231395976544
1015,8979.361487844848
1016,1801.2819973067894
1017,1031.2574309200725
1018,23862.346717003085
1019,12660.535155801215
1020,16009.248409753825
1021,3848.1820882994566
1022,31202.82905726336
1023,16526.430638702503
1024,18573.899606284212
1025,8607.679125008355
1026,13285.117126549407
1027,4245.949154147449
1028,28151.468874765942
1029,26119.287676587286
1030,16969.737236017692
1031,22504.356069398782
1032,34703.15394489393
1033,4381.9154323113935
1034,9612.313875901677
1035,13341.656191500253
1036,13959.008688189184
1037,12941.734155670085
1038,24820.455318988064
1039,5581.3981553209505
1040,4122.341922424496
1041,5989.306012813804
1042,14996.157806930256
1043,3881.6019949531087
1044,7450.40749205239
1045,24409.93396591278
1046,25793.599174905674
1047,23160.060960386305
1048,17747.01581666999
1049,21408.290538276633
1050,11077.049088107653
1051,12663.15037294863
1052,1915.8368051346322
1053,8818.30155050712
1054,3026.03203061835
1055,1357.7116468422525
1056,23305.953327685493
1057,21838.89294504627
1058,2297.7105652969435
1059,13436.331906294135
1060,9600.280903529401
1061,8589.731518512557
1062,22045.988871499223
1063,2737.6156245400707
1064,26657.01474906189
1065,6028.398963506333
1066,20307.288401237176
1067,17231.18765018445
1068,22725.53147752787
1069,23768.81692299192
1070,22811.18348001774
1071,7992.562499218648
1072,1754.1069897182692
1073,11285.453104694687
1074,15365.60239370197
1075,13469.899180629545
1076,5585.828058295816
1077,12580.03796259293
1078,9709.416219181037
1079,5564.587329301869
1080,8749.107413245169
1081,11752.102174729816
1082,3160.670014067579
1083,4421.0098042213585
1084,14222.91882623503
1085,10265.692923601438
1086,17641.559389564696
1087,19607.48792481521
1088,15163.757526941134
1089,15302.932029857373
1090,11843.005270483145
1091,3626.351128802443
1092,12882.147635803887
1093,10707.75904215933
1094,3720.74551286121
1095,4734.401651098964
1096,16639.40491557434
1097,24678.186865951724
1098,11247.862995475754
1099,10965.278283899332
1100,13526.573202344072
1101,14080.59423801848
1102,15816.280332340999
1103,13787.942773532835
1104,23895.884887684322
1105,6521.073905399888
1106,3512.71535780205
1107,1224.402924660545
1108,11101.876289252292
1109,9012.632342873132
1110,163.86526706594503
1111,29499.08384405185
1112,35996.98113585567
1113,3456.1327605099236
1114,10237.340306734595
1115,1362.9551582929198
1116,18459.00286172808
1117,1857.217151840229
1118,22475.252500598446
1119,10295.964040829504
1120,13767.525336032008
1121,1887.6367944841688
1122,9307.623741520843
1123,5498.0543472439285
1124,458.68681837819037
1125,22265.78007584942
1126,6068.759021993895
1127,20830.984954519387
1128,12537.832055162653
1129,39911.880909968095
1130,8806.74758176768
1131,6699.157403119892
1132,11084.830153854708
1133,9101.00664155454
1134,11212.643898249004
1135,21524.300554021367
1136,7734.146635126869
1137,344.6734638317984
1138,3004.468517469814
1139,7958.572922324992
1140,16392.801150707794
1141,2190.475956298388
1142,2502.466531644003
1143,5083.017451271405
1144,5726.692354957093
1145,6224.043030252606
1146,18827.38702619533
1147,5322.033377756931
1148,25267.39005209928
1149,5782.96245237183
1150,2859.4081436357624
1151,5899.112603714959
1152,19959.17765043551
1153,5431.554501786919
1154,6901.247084801888
1155,18282.885271902407
1156,14840.972714295482
1157,10848.346157030035
1158,9391.964904544691
1159,15313.51294404427
1160,33823.890225082905
1161,35308.86185792817
1162,8572.903061524366
1163,2435.672833908658
1164,17044.9823532469
1165,17687.614450392517
1166,10113.35657981243
1167,8134.194149843848
1168,9775.047346056645
1169,8288.904334220077
1170,3265.626080095959
1171,6738.016347887909
1172,3055.7390578065465
1173,5422.981776966785
1174,21033.48272261228
1175,15629.608887770426
1176,10814.933278230183
1177,18251.357827423264
1178,10832.591820780859
1179,16761.034853733676
1180,12091.492606594293
1181,17465.351048610046
1182,4069.591049767686
1183,4635.440067817362
1184,26474.461302836637
1185,18051.301987478408
1186,4501.445490787724
1187,14281.85063474047
1188,19030.124879271996
1189,16905.0000052317
1190,24763.108291593497
1191,20197.012269352257
1192,17158.612914683275
1193,11876.657371323668
1194,6399.466855252215
1195,13785.23400083861
1196,9716.167002131599
1197,31737.043742572707
1198,5879.494715069746
1199,15125.270328550483
1200,10836.784575050628
1201,3837.9021724821637
1202,1634.5465979887886
1203,11918.11563930374
1204,12107.640722605647
1205,7046.505250227506
1206,17391.97903710536
1207,9196.206802725168
1208,19228.34868634452
1209,4625.33298327737
1210,23276.637890282887
1211,9525.352778447892
1212,40880.020616096415
1213,28856.284870186722
1214,11314.548312168372
1215,22854.48821828864
1216,1848.229611559392
1217,12198.952869046432
1218,17685.698217068424
1219,25008.810682323536
1220,7906.320243489334
1221,15529.541823870357
1222,3614.383405325842
1223,6065.192348184503
1224,17999.564198378615
1225,6411.052323607122
1226,17866.280912594444
1227,9047.949140056833
1228,26541.450048454895
1229,25807.65930940827
1230,9775.051147375505
1231,2548.1200248835858
1232,18711.690648262407
1233,19121.920066325565
1234,10109.737946731055
1235,10205.090332766573
1236,30688.631138511286
1237,7867.2895458812145
1238,41991.91474759957
1239,16116.957349029606
1240,13245.533777244038
1241,7154.459635983757
1242,6802.796897041132
1243,47176.45638504059
1244,12325.47407129467
1245,877.888157047719
1246,18002.98737141049
1247,2265.1767082989318
1248,12997.043681693109
1249,12543.343569487144
1250,3444.4245728663414
1251,26607.25723914473
1252,11765.407666600597
1253,11862.36479640903
1254,19406.014371790607
1255,11316.415586827681
1256,1338.0621198615443
1257,21602.09818316407
1258,35661.207628764554
1259,31316.171537147853
1260,14071.290807121326
1261,14799.407963447838
1262,5266.469467579145
1263,11616.98260425355
1264,15133.004314379736
1265,30340.678812071623
1266,5421.264160178248
1267,23103.21861664176
1268,9828.170608129009
1269,10560.297923869575
1270,21727.4568256016
1271,2472.0605114006107
1272,23370.25623477784
1273,7541.538341170075
1274,3070.0015954561622
1275,6408.067484899614
1276,6306.040426584281
1277,1427.2994111440164
1278,10103.73705377821
1279,17470.879003403646
1280,5003.9813457750115
1281,3316.5699020166894
1282,9595.032264454212
1283,859.4349407822273
1284,6531.922119851628
1285,17859.404564266308
1286,11807.05690498532
1287,6752.872205057142
1288,8014.83169894203
1289,11006.524086842766
1290,12715.94731941995
1291,3334.48796621512
1292,18391.197767028378
1293,2221.3245589795724
1294,9689.959379070122
1295,1941.9775006629923
1296,5695.310986737801
1297,1660.081518973958
1298,26207.688046956708
1299,9542.828229661336
1300,31191.279348221997
1301,13670.456311956175
1302,6826.58493856232
1303,30781.871620887134
1304,15814.72177341549
1305,5369.874483720479
1306,27347.28470384304
1307,8035.532510858422
1308,3387.5390757661635
1309,23516.75782817475
1310,34699.751536680036
1311,8270.189205148332
1312,9771.167898533698
1313,34874.61036561047
1314,24853.849928108066
1315,7278.172766269544
1316,7886.479360800138
1317,4164.553325296356
1318,10761.799390820652
1319,7551.155480556207
1320,4642.113066397612
1321,21444.447795082215
1322,6428.371405014003
1323,3863.9665672944916
1324,18827.147411302558
1325,16382.684348364797
1326,14598.203008883853
1327,10708.365347802997
1328,11413.253569674605
1329,36159.498316141944
1330,14324.112849588228
1331,4171.717914640264
1332,22525.078958211827
1333,19302.854819848155
1334,13880.06712424181
1335,3185.436273295343
1336,24111.14440100287
1337,5149.624508385222
1338,5233.36646479812
1339,3405.430792044284
1340,7221.8219270711925
1341,24630.119072021414
1342,1071.231391115644
1343,4152.628762423889
1344,8861.270589933592
1345,17087.179252242262
1346,9435.53658267275
1347,4814.212114329143
